timestamp,nope,sigma,stock_price,put_net_delta_volume,call_net_delta_volume,totalVolume,date,time,volume
2021-01-22 18:56:03.193999+00:00,25.424118410510623,0.9027831412405439,383.525,-29717323.5,36542371.9,26844779.00000043,2021-01-22,18:56:03,32445.99999995157
2021-01-22 18:57:02.504000+00:00,26.535972212767543,0.9339813277454874,383.53499999999997,-29613985.7,36743944.3,26869031.00000038,2021-01-22,18:57:02,24251.99999995157
2021-01-22 18:58:02.548000+00:00,23.45157691032214,0.8474343917136696,383.475,-29967677.4,36274368.8,26892398.000000283,2021-01-22,18:58:02,23366.999999903142
2021-01-22 18:59:03.016999+00:00,6.969495209990209,0.3849535710941894,383.305,-32166403.1,34045885.9,26967273.0000002,2021-01-22,18:59:03,74874.99999991804
2021-01-22 19:00:03.207000+00:00,2.266014660557908,0.2529757309269848,383.195,-32851251.0,33463898.7,27036351.99999815,2021-01-22,19:00:03,69078.99999794737
2021-01-22 19:01:02.928000+00:00,-4.227720463296941,0.0707640416774738,383.145,-33876553.8,32727018.3,27190432.999998864,2021-01-22,19:01:02,154081.00000071526
2021-01-22 19:02:02.608000+00:00,-13.302571307259278,-0.18387275369956668,383.055,-35200771.2,31574300.7,27261424.99999997,2021-01-22,19:02:02,70992.00000110641
2021-01-22 19:03:02.968999+00:00,0.7739966394914469,0.21111028387317157,383.245,-33506601.7,33718432.8,27368478.0000054,2021-01-22,19:03:02,107053.00000543147
2021-01-22 19:04:03.404999+00:00,6.983314982717566,0.3853413485574933,383.315,-32729130.9,34646972.8,27463202.00000012,2021-01-22,19:04:03,94723.99999471754
2021-01-22 19:05:03.388999+00:00,4.327413504578822,0.31081778306216146,383.25,-33140892.5,34331301.9,27508566.000000466,2021-01-22,19:05:03,45364.00000034645
2021-01-22 19:06:03.028000+00:00,0.7565873548121884,0.21062178609654064,383.245,-33664409.2,33872837.1,27548425.000010427,2021-01-22,19:06:03,39859.000009961426
2021-01-22 19:07:02.763000+00:00,3.758642131979616,0.29485827892141614,383.255,-33294383.5,34331017.0,27580000.00000058,2021-01-22,19:07:02,31574.999990154058
2021-01-22 19:08:02.411000+00:00,7.9612214849676555,0.4127810257701502,383.325,-32773766.5,34973426.6,27629680.99999969,2021-01-22,19:08:02,49680.999999109656
2021-01-22 19:09:03.256999+00:00,7.980763936886583,0.41332937939226577,383.32,-32825415.8,35034548.4,27680716.00000004,2021-01-22,19:09:03,51035.00000035018
2021-01-22 19:12:03.510000+00:00,3.9249684191249132,0.2995253300359607,383.245,-33439575.9,34536995.5,27959960.000001106,2021-01-22,19:12:03,279244.00000106543
2021-01-22 19:13:02.475000+00:00,-2.2140618213410663,0.1272665222567629,383.165,-34294807.6,33674644.5,28010197.99999831,2021-01-22,19:13:02,50237.99999720231
2021-01-22 19:14:03.067000+00:00,-4.092345126462644,0.07456262112933415,383.15,-34573607.3,33425869.7,28045962.999999546,2021-01-22,19:14:03,35765.0000012368
2021-01-22 19:15:02.676000+00:00,-0.5880364769207089,0.1728921628347037,383.195,-34178869.2,34013691.8,28089651.999986142,2021-01-22,19:15:02,43688.999986596406
2021-01-22 19:16:02.836999+00:00,0.2046714743880894,0.19513524052952527,383.21500000000003,-34121740.5,34179282.0,28114079.000033114,2021-01-22,19:16:02,24427.000046972185
2021-01-22 19:17:03.305999+00:00,-0.5159201046735817,0.17491572027261396,383.195,-34244879.1,34099651.3,28149280.99998911,2021-01-22,19:17:03,35201.99995599687
2021-01-22 19:18:02.748000+00:00,-0.0968140350640286,0.18667567405295032,383.195,-34191990.0,34164717.8,28169675.99993775,2021-01-22,19:18:02,20394.999948639423
2021-01-22 19:19:03.136999+00:00,-1.6343727914992747,0.14353237162577454,383.205,-34394343.8,33933092.5,28221914.999996603,2021-01-22,19:19:03,52239.000058852136
2021-01-22 19:20:02.903000+00:00,0.6827508521070412,0.2085499624650596,383.21500000000003,-34154360.6,34347249.5,28251726.000007614,2021-01-22,19:20:02,29811.000011011958
